commentaire,label_raw,score,label_bin
"@justiceamour9842 Voici la seule magnifique leçon de vie à tirer de cette décision Dembélé ballon d'Or. C'est que malgré la crapuleuse et méchante injustice de privation de ballon systématique subies (dans son propre club) à l'encontre de Dembélé (et Barcolat) orchestré très franchement (depuis très longtemps)  par les égoïsmes arrivistes assoiffés maladifs de gloire et leadership dont vitinia (le chef suprême), Nino mendès, HAKIMI et aussi Varacelia s'arrangeant toujours pour que LA DÉTENTION DE BALLE, L'animation de jeux ET LES ACTIONS MÊME FINALES passent essentiellement et en quasi totalité qu'avec EUX ET QUE POUR EUX, SANS JAMAIS SOLLICITER SYSTEMATIQUEMENT, NORMALEMENT, NI MÊME PETITEMENT L'ATTAQUANT DEMBÉLÉ (BARCOLA et DOUÉ). 

C'est ainsi qu'on aperçoit jusqu'à ce jour (dans tous les matchs et les saisons) que Vitinha, Nino Mendez, Hakimi (situés pourtant plus en arrière poste que les attaquants) qu'ils sont les plus souvent (lors de la quasi totalité des actions et jeux offensifs) les plus anormalement sollicités, les plus lancés, les plus trouvés et recherchés QUE LES ATTAQUANTS DEMBELE (BARCOLA et DOUE). 
Si bien que ce ne sont que les très infimes et insignifiantes situations de coïncidence de toucher de balle provenant de contre attaque, pressing, de perte de balle de l'adversaire ou D'ABSCENCE FLAGRANTE DE CHOIX VERS UN AUTRE COÉQUIPIER, qui ont permis à Dembélé (et aussi Barcola et DOUÉ) de montrer son talent. 
Quel aurait donc été le résultat et la performance footballistique démontrée de Dembélé si ces anti-joueurs arrivistes cessaient leurs stratégies de mise au placard et de tuerie de leurs attaquants plus talentueux qu'eux (en les privant de ballon et de bonnes opportunités) ; Ceci dans l'unique but d'espérer que leurs talents à eux (bien moindre) fussent (uniquement) vus à travers de millions de touchers de balles et de conservations égoïstes de ballon (à l'instar de Kvaratskhelia très très personnel, de Mendès, Hakimi et Vitinha le cerveau de cette stratégie, le propriétaire de ballon et l'assoiffé de gloire). 
AINSI EN PRIVANT DEMBELE DE NOMBREUSES ACTIONS ET DE BALLON, LES COÉQUIPIERS ANTI-JOUEURS ONT INCITÉ LA VRAIE JUSTICE QUI S'IMMISCE DANS TOUT, QUI SE RÉVÈLE ET SE GLORIFIE EN SON FILS EXPIATOIRE ET QUI RÉTRIBUE TÔT OU TARD, QUI A DONNÉ LE BALLON D'OR A DEMBÉLÉ, TANDIS QUE CELUI-CI EST CONSCIENT D'AVOIR MOINS PERFORMER INDIVIDUELLEMENT PAR RAPPORT À SON (même si toutefois aucun challenger de ce ballon d'or, AYANT REMPORTÉ TOUTES LES COMPÉTITIONS COMME DEMBÉLÉ L'A FAIT, N'A NULLEMENT ÉTÉ AUSSI PERFORMANT DANS LA CONSTANCE QUE LUI (DEMBÉLÉ). La justice personnifiée a créer les conditions de la RÉTRIBUTION comme Paris gagne quasiment tout et ses plus grands challenge tout juste après le départ avec un peu de mépris d'MBAPPÉ mais beaucoup d'enthousiasme arboré vis-à-vis du Réal, déifiant limite le club à haute voix et se voyait déjà championde tout loin devant un PSG décrié laissé en ruine.
En ce sens le puissant dicton est vrai : ""La course, la victoire ou la couronne n'appartient pas au plus agile, au plus filou, au plus déluré et encore moins aux malhonnêtes joueurs égoïstes boycottant et fuyant du ballon leurs attaquants plus talentueux qu'eux, en vue de les éteindre"". C'est donc la victoire de la justice qui a triomphé face à une grave injustice subie par Dembélé qui n'était jamais sollicité et recherché normalement  comme cela se fait habituellement envers les attaquants d'une équipe",positive,0.3940412998199463,1
@Balthazar-sy5om BRAVO Usman,positive,0.7031242251396179,1
@john_mcclane10 Très émouvant,positive,0.8810301423072815,1
@thebestofyoutube1384 Il est vraiment exceptionnel !,positive,0.9058825969696045,1
@houdafarid6875 Le public chante quoi?,neutral,0.670261800289154,0
@UnCheminant C’était exceptionnel 🤍,positive,0.9171963334083557,1
"@elias_abs Je suis le seul parisien à ne pas me lasser de cette vidéo ? Depuis Février qu’on le propagande, je suis tellement heureux, et bordel je ne peux pas m’empêcher d’avoir les larmes à chaque fois que je regarde, c’est la cérémonie la plus touchante que j’ai jamais vu, un des BO les plus mérités de ces dernières années, tu l’as fait Ousmane, tu es une légende du foot sache le ❤️💙",positive,0.8274399042129517,1
"@AimeeChantalMoughiama Bravo Dembelé,beau discours, beaucoup d'humilité,tu es le meilleur.",positive,0.9369932413101196,1
@ZabsoreSalimata Allez dembele ❤❤❤paris,positive,0.6737787127494812,1
@Lahcen-x2s Peu importe Si c'était Yamin Yamal ou Hakimi qui sont marocains  mais pour Dembelé son épouse est marocaine . DONC le Maroc a remporté le BALLON D'OR en 2025 . Bravo le Maroc qui va organiser la coupe du monde en 2030 InChaaAllah,positive,0.7085485458374023,1
"@Hellolesmoutons Va jouer au ballon, traître !",positive,0.5474231839179993,1
@AmneyAitmenguellet Tellement 😂😂,neutral,0.3478890061378479,0
@josephpischedda3043 HAHAHA LES AFRICAINS VONT FAIRE LA FETE UN BON MOMMENT,positive,0.644898533821106,1
@thiernosonko4534 Ahhhhhhhh DEMBELE ch8 hyper content walah😊,positive,0.8046790957450867,1
@freddymuka8317 Denbele ❤❤🎉😢😮😊,positive,0.7427147030830383,1
@guimbetraore Félicitations frère Ousmane❤❤❤,positive,0.9265384674072266,1
"@maca766 Le beau foutage de g....
Quelle corruption de franchouillards, à 🤮
Dembelé est un excellent joueur, mais entre lui et Lamine Yamal, il n'y a pas photo.
Quelle honte pour cette pseudo cérémonie truquée☹️",negative,0.9510922431945801,0
@Ljey-dz4nv Revoit les critères pour le ballon d'or et reviens te plaindre après le footix merci au revoir 😂,positive,0.5912777185440063,1
@Ab2oulFall Toi aussi tu est exceptionnel,positive,0.8829275369644165,1
@safiyaba2043 Bravooooo👏👏👏👏👏👏👏👏💫💫💫,positive,0.8833885192871094,1
"@safiyaba2043 Félicitations Ousmane,tu mérites amplement 🎉🎉🎉🎉🎉",positive,0.9381716251373291,1
@LoicExtra TOP,positive,0.6941375136375427,1
@fabricelavigne1967 Très beau discours Dembelé respect pour toi et t'a famille bravo pour Évreux s'a fait énormément plaisir allez PSG.... bravo pour cette saison inoubliable......😊😊😊,positive,0.9497600793838501,1
"@adementia2872 En un mot ""exceptionnel""",positive,0.6008626818656921,1
@Lalla.Z_Al-idrissi5640 HAKIMI LE MÉRITAIT AUTANT,positive,0.39114323258399963,1
@JulienLeBihan-o2u C'était mérité bravo Ousmane Dembelé 😊,positive,0.9321315884590149,1
@CheikKourouma Ouais mais que c’est merité,negative,0.8749258518218994,0
@futurvigile Bravo l'Afrique! Les 🧑🏼🧑🏻‍🦰🧑🏻👩🏼👩🏻‍🦰👩🏻 d'Afrique sont venus vivre en 🇨🇵!,positive,0.8690840601921082,1
"@AkaminaX He doesn’t deserve it at all, he relies on other players to give him ball ⚽️ to score. He’s selfish and he wanna score that’s it. Lot of players deserve it more than him.. shame",negative,0.9207939505577087,0
"@Djibril-0710 La ferme et la joue en face. C’est peut-être des fois il faisait un peu l’égoïste mais il faisait beaucoup de passe et en plus lui il faisait beaucoup d’efforts défensif et de retour défensif et pendant la finale de la ligue des champions il a fait que des retours défensif il donner sa vie sur le terrain, il il a joué collectif, il aimerait ce ballon d’or, il dit pas que le mérite pas Hakimi aussi le méritemais on peut avoir quelqu’un Sinker",positive,0.7104216814041138,1
@Ananisbel ​ @Djibril-0710  completement d'accord avec toi,positive,0.561801552772522,1
@AzNar93 Trop fière de lui ! 🙃,positive,0.9036273956298828,1
@kevinehui06 Félicitations à Dembélé. Tu le mérites🎉🎉,positive,0.9339958429336548,1
@BouzMed-n6j Bravo la France et paris saint germain ont eu le ballon d'or mais ce qui n'est pas juste c'est que hakimi classé 6 ème en plus il y a journaliste qui parle Mal de hakimi qu'elle horreur,negative,0.687536895275116,0
@Zakjjvvjjvvkb Quelle honte serieu hakimi est 10 fois meilleur que lui c est devenu n importe quoi,negative,0.9657132029533386,0
@Ljey-dz4nv Qu'on le veuille ou non c'est les finisseur qui passent avant tout le reste et c'est pas nouveau mec c'est un peu tard pour se plaindre,negative,0.8688552379608154,0
@FatoumataDiawara-y9e 🎉🎉🎉🎉❤❤❤❤😊😊😊,positive,0.758598268032074,1
@Axel-ne8rp EXCEPTIONNEL,positive,0.7361267805099487,1
"@aliwiss6104 Hakimi 6 ème qu'elle honte ha ha ha ha ha ha je comprend bien aujourd hui pourqoui le réal Madrid boycote la cérémonie du ballon d or !
Parfois on avance des excuses comme quoi  que les défenseurs 
N ont pas la chance de remporter le ballon d or mais lorsque Pedri a gagné le ballon d or devant Vinicious de nouveau on donne des excuses inacceptable !
France foot à démoli même ses chances pour gagner le ballon
.d or !!!!!!!!
Quelle honte  Hakimi doit quitter le PSG tout à fait comme Donna Roma qu on a remercie d une façon honteuse !",negative,0.6394962668418884,0
"@amazigh-x4c il y a 20 ans, il ne serait même pas parmi les 20 premiers prétendants, il y a clairement une baisse de niveau",negative,0.9317317008972168,0
@souben5290 RAPHINHA DESERVDIT MORE THEN DEMBELE 5TH PLACE IS ROBBERY STOLERS,negative,0.48882463574409485,0
"@User75319 Le ballon d’or n’ aucune valeur. J’espère que tous les clubs n’y participeront plus, Comme a fait le réal Madrid. Nasser lakhlifi a acheté ce ballon d’or pour Dembele .
Je ne suis pas contre Le sage Dembele, mais l’organisation française c’est la honte.",negative,0.9468790292739868,0
@FKrich-x6c Kimi,neutral,0.8174002766609192,0
"@هيماالبرديسي محمد صلاح هو الأفضل 🇪🇬🇪🇬🇪🇬🇪🇬🇪🇬🇪🇬
وهو من يستحقها",positive,0.8757398724555969,1
@valille5989 Les non francophones comment ils fint pour comprendre. Ya une interprétation instantanée?,negative,0.7579162120819092,0
@andimuhammadakbar2131 Ewako,neutral,0.5418687462806702,0
@boubaibrahim5916 11:59 qui est-ce ?,neutral,0.7859493494033813,0
@best93Jean Bravo Ousmane le musulman ❤❤❤❤❤❤❤❤❤❤❤,positive,0.9188549518585205,1
"@alyvihaablyvy7865 Bravo. 
Il mérite !
✌️👍👌",positive,0.9163812398910522,1
@emiliegrisard2810 Bravo 🎉 oussman❤,positive,0.9063935279846191,1
@mlclogane ET OUSEMANE BALLON D’OR 🎉🎉,positive,0.8339808583259583,1
@odnlex7979 Le football va vite bravo ousmane,positive,0.9015684127807617,1
"@ReineNehanda-d1u Dembelé, Mbappé, deux frères, s est l Afrique qui gagne 🦾🦾🦾",positive,0.6134440898895264,1
@Gamer77du75 Bro this is réal ! 💀,negative,0.5958253145217896,0
"@ReineNehanda-d1u Dembelé, Mbappé, deux frères, s est l Afrique qui gagne 🦾🦾🦾",positive,0.6134440898895264,1
@AB-wp3uo 🤢🤢🤢🤮🤮🤮 alors reprend les et avec toutes leurs familles. pk il y a jamais eu d’équipe africaine gagner la coupe du monde 🤣🤣🤣🤣 allez va faire dodo,negative,0.5505313277244568,0
@lamatriceprogrammeobsolete9248 babouche et couscous,neutral,0.5960617065429688,0
@Goldniz 👏🏾👏🏾👏🏾👏🏾👏🏾👏🏾👏🏾👏🏾,positive,0.7830460667610168,1
@ahmedgh9055 YOU   MUST  TAKE  THIS   BALLON DOR   AND   GIVE  IT TO  YAMAL   IF  YOU ARE   REALLY   A   MAN   THANKS    FROM A.G.HOSSEN MAURITIUS  ILE MAURICE   VISCA BARCA  GRACIAS   MAURITIUS,positive,0.5301846265792847,1
"@Yanamarre1789 JE SUIS CONTENT POUR LUI , IL ME SEMBLE HUMBLE , J ESPÈRE QU IL LE RESTERA SURTOUT DANS LE MONDE DU FOOT OU TIUT SE PERD",negative,0.473446786403656,0
@yaniskavena ❤❤❤❤❤👍🏽👍🏽🏆🏆🏆👏🏾,positive,0.8144332766532898,1
@glr4764 Corruption; bought with Qatari oil money,negative,0.8981674313545227,0
@すもももももももものうち-l8z おめでとう🎉,positive,0.8703336119651794,1
"@LaurentFiguradelToreo Mdr Dembele est incroyablement NUUUUUL.
Il rate absolument tout.
Il devrait être remplaçant dans une équipe de CFA2 et ce mec est ballon d'or.
Le monde a l'envers",positive,0.8401123881340027,1
@Lyra3001 On l’entends plus yamal 🤣🤣🤣,negative,0.5008583068847656,0
@sibelunal2708 Bien joué frero,positive,0.8590269684791565,1
"@SimplyDiana Félicitations Ousmane! Quelle fierté. Consécration amplement méritée, merci de nous faire rêver et de rester humble. Un grand champion ! 🏆❤️💙",positive,0.9555544257164001,1
@alassd.4455 Les frissons purée ! Merci Ousmane ! Trop content vraiment 🏆🙏🏿,positive,0.9384079575538635,1
@KenaLuyeye Ce fort,negative,0.3880748450756073,0
@Morganboy125 Dembelee,neutral,0.8683878779411316,0
"@AntonNaev если это лучший игрок на данный моммент в мире, значит наш футбол в очень плачевном состоянии",negative,0.9124671816825867,0
"@LaurentFiguradelToreo Il est pas mauvais, il est NUUUUUL !
Il devrait être remplaçant dans un club de CFA2 dans un monde normal mais on l'a consacré ballon d'or.
Je ne l'ai JAMAIS vu faire un truc bien sûr un terrain.",positive,0.7448683977127075,1
@NibrownNibrown Toujours être reconnaissant merci,positive,0.925536572933197,1
@tetsuoshima2237 Qu'il retourne au Sénégal.,negative,0.5058217644691467,0
@MaxKps Tu racontes quoi toi ? T'es jaloux c'est ça ? C'est un français pure souche car il est né a Évreux dans le 91... Donc avant de dire des choses mauvaises reste dans ton coin et viens pas parler juste pour dire ça.,negative,0.8994999527931213,0
@monerpmon-k2c ​ @MaxKps pure souche 😂,neutral,0.475207656621933,0
@Skyzoli Rien que pour son humilité il le mérite bien plus que Yamal,positive,0.8731752038002014,1
"@NibrownNibrown Bravo ousmane je suis fier de toi , entre temps si yamine était dans Paris avec tous ce qu’il a fait il aurait du avoir le ballon d’or",positive,0.8997605443000793,1
@mondemotivation Je suis tombé sur cette chanson officielle qui célèbre le ballon d'or d'Ousmane Dembélé: https://www.youtube.com/watch?v=tjsk4cjFWtY&list=RDtjsk4cjFWtY&start_radio=1,neutral,0.45926809310913086,0
"@SyllaAboulaye-h7b Quel bonheur pour nous ,je suis fier de toi Ousmane dembellé",positive,0.9321634769439697,1
"@mrbrt189 Il le mérite, un joueur exceptionnel et humble, bravo à toi Ousmane !",positive,0.947724461555481,1
@taniatumba9662 🎉🎉🎉❤❤❤félicitations à vous Ousmane DEMBELE🎉🎉🎉🎉🎉❤❤❤,positive,0.920031726360321,1
@kishu25a See raphina 😢,negative,0.8187388181686401,0
"@VAYBOFFICIAL Mais quel Niveau de GRATITUDE!!!! Tes parents ont fait un excellent travail d'education... Que mea enfants te ressemblent, frère! Que le Tout Puissant le Createur de toute chose t'accompagne partout encore",positive,0.9201194047927856,1
@VAYBOFFICIAL C'est beau quand des hommes humbles accomplissent des grandes choses...,positive,0.948135495185852,1
@CathyLivembe C'était évident ❤❤❤,positive,0.8747463822364807,1
@roberte2004 He comes from a non-competitive league so of course he has all those goals. If a team wins 13 of 15 and they are runner-up 2 of them. There is no competition in France.,neutral,0.5372626781463623,0
"@rudirusmana05 Congrats Dembele, you deserve it! 🎉🔥",positive,0.9244752526283264,1
@falkdittrich898 Jetzt weiß man endgültig was diese Auszeichnung wert ist. 😂,positive,0.6536617279052734,1
@FredLoca ❤❤❤,positive,0.6537182331085205,1
"@ylies_ftn1668 Ils ouvrait, ils étaient plus pour, j’en ai, mais ils ont été plus il était plus pour John veste ça fait une très bonne saison mais le ballon d’or Dembélé il é le ballon d’or était plus attribué pour Jean et S",positive,0.6114368438720703,1
@YoussefBenali-s4t Achraf hakimi merite la premiere place,positive,0.48500189185142517,1
@drelverelAmbende Lamine tu le mérites pour moi du courage,positive,0.9366689920425415,1
@LQQF C’est quoi ces énergumènes qui ne savent pas se tenir dans le public,negative,0.937366783618927,0
@drelverelAmbende Félicitations Dembelé,positive,0.8764215707778931,1
@bil7522 meanwhile ronaldihno is becoming an alien,neutral,0.4799247086048126,0
@LQQF Le décolleté très bizarre c’est desséché et difforme,negative,0.945815920829773,0
@SarahToure-h9n 🤲🏽👏👏👏👏👏,positive,0.6676923632621765,1
"@0VincentO 11:21 ""si elle veut"" comment il est trop gentil Ousmane j'en reviens pas",positive,0.8826872110366821,1
@awonoleonel8509 Il le mérite vraiment ce ballon d'or,positive,0.9191448092460632,1
@JoseCortez-ph5vr Que bello discurso! Entendí poco pero sentí mucho 👏 Que lindo momento,positive,0.9335130453109741,1
@lessoeurettefolie620 Et son papa il le remerci pas ?,negative,0.7118228673934937,0
@ABOUBAKRDiaby Lamine 😂😂😂😂 dembele 😮😮😮😮😮,neutral,0.4562253952026367,0
"@daudoalbertojamal2791 Un discours  vraiment fort, humilité en disposition... un cœur humain et un homme du peuple... salut à toi Dembelé",positive,0.9366350173950195,1
@kyokyo165 Mohamed Salah bizarre que il a pas eu le ballon d'or il est talentueux,negative,0.8353268504142761,0
@stemaymayamba2031 Le papa on nous oubli,negative,0.8261591792106628,0
@jolantablacharska968 iebacz debele nie poinien dostacz łotei piłki,negative,0.6541337966918945,0
@PaulinSwamba Bravo à ndembele,positive,0.7277190089225769,1
@poiskytrevor6210 Les pépites de rue sont la 👍👍,positive,0.9154709577560425,1
@NoirBlanc-g1s9k Bravo Bravo,positive,0.7100538015365601,1
@princeadubangonasri5922 Joao Neves 😊❤,positive,0.5169597864151001,1
"@Yamilerappeur Qui zont été exceptionnel et c’était exceptionnel parce que ils sont exceptionnels et merci parce que merci et merci exceptionnel. 
Ousmane celui qu’on pensait devenirnm ballon d’or en 2016. Juste le goat",positive,0.9137707948684692,1
"@shitaneyoutubization Ballon d’or is bullshit
France football is bullshit
Hakimi merite de loin le ballon d’or ,mais il a gagné le ballon d’honneur dans nos coeur 
Fuck ballon d’or , aucune crédibilité",negative,0.9179129004478455,0
@mocaxsmush5218 Disgrace,negative,0.9574993848800659,0
"@Somewhereintheworld5 Quel niveau d'expression orale looool ! ""Voilà"", ""exceptionnel"", ""ouin ouin ouin""... Et sa mère qui semble encore lui mettre des tartes régulièrement, c'était super malaisant ! Quelle représentation de la France... 🎉😂",positive,0.76850426197052,1
@WeekendMuse Congratulations 🎉,positive,0.9100024104118347,1
@madara71450 c'est exceptionnel,positive,0.8499176502227783,1
@sodasakho6775 Son discours ❤❤,positive,0.7103251814842224,1
"@archstanton9129 Sa mère qui ressemble à Fatou 
n’a pas l’air très enthousiasme 😏",negative,0.5699760317802429,0
@ひおkや-k7q おめ,positive,0.7020878791809082,1
"@kinderpasbueno8917 Quand on y réfléchis sérieusement et qu’on remonte un peu, c’est grâce à l’argent tout ça. Mais cela n’enlève en rien son talent à l’instanté.",positive,0.669076681137085,1
@bildoxer89diakhate5 Le meilleur des discours que j'ai jamais entendu,positive,0.8948047161102295,1
@BallaCouture PSG a vi ❤️💙,positive,0.5807244181632996,1
"@360TradingProff Un champion ousmane 
Mashallah frero",positive,0.8528923392295837,1
@AM-on5ql Dommage qu’il voile sa femme,negative,0.9590569138526917,0
@mouradard7347 hakimi,neutral,0.5196649432182312,0
@GeronimoMuanza-w8q Dembouz qui l'aurait crue a l'epoque 🎉,positive,0.6049322485923767,1
@GeronimoMuanza-w8q Dembouz qui l'aurait crue a l'epoque 🎉,positive,0.6049322485923767,1
@GeronimoMuanza-w8q Dembouz qui l'aurait crue a l'epoque 🎉,positive,0.6049322485923767,1
@ひおkや-k7q 確かに,neutral,0.6204823851585388,0
@H_LINH94 Rolala je regarde même pas le foot. Je connaissais que de Nom Ousmane. Il m'a fait pleurée. Son discours : un homme.,negative,0.5566069483757019,0
@GeronimoMuanza-w8q Vive les noirs❤😂,positive,0.662338376045227,1
"@greg6121 Si je ne devais retenir qu'une seule chose, c'est que c'est EXCEPTIONNEL",positive,0.8775021433830261,1
@franciscohamilton3146 Le balon d'or c'est un bisnese c'est triste....,negative,0.9572699069976807,0
@franciscohamilton3146 Il y a tellement de joueurs beaucoup mieux,positive,0.793167769908905,1
"@archieson4864 I felt the emotions deep in my bone marrow 
Bravo Dembele",positive,0.8565642833709717,1
"@LumoriYosefArumete Very deserved ,last season was unplayable",positive,0.5525930523872375,1
@Yk_thadom The chosen one 👏🏽✊🏽 Diferenciado 🤌🏽,positive,0.42463579773902893,1
"@sergent94 Meilleur discours, on demande rien de plus ! Du vrai ! Dembouz ❤",positive,0.9413045644760132,1
@Mamchéch La maman et la maman 💝💖,positive,0.6906312704086304,1
@PaulKarazoRushanika More Congratulations to Ousmane Dembelé to win Ballon d'or 2025🎉,positive,0.8640758395195007,1
@Theo-fe8zr incroyable c’est amplement mérité ousmane félicitations et allez Paris !,positive,0.9335409998893738,1
"@Nour-qr6vs J’aimerais bien hakimi 
Le ballon d’or dommage.


Dembélé tu mérite aussi",negative,0.8631914258003235,0
@2chklafame793 Il a fais pleuré des gens dans la salle et a la télé c’est fort on l’oubliera jamais,positive,0.7674736380577087,1
@LanK-n6q L,neutral,0.7333888411521912,0
@romeomayapisse2530 Le flop,negative,0.7653648853302002,0
@Ilyxx-j6p C'est pas grave la team yamal on l'auras la prochaine fois 😔😭😭,negative,0.5581702589988708,0
"@foxyyshad1900 Quel grand homme ! Simple avec un grand cœur 
Hyper talentueux modeste ❤❤❤",positive,0.9411526918411255,1
"@aminemb21 Souvenez-vous de ce commentaire, K. MBAPPE Ballon d'or 2026!",positive,0.5504565238952637,1
"@IshaqNouh-m8y Celui qu'on a tant insulté par le passé et traité de tous les noms dont un rateur a aujourd'hui entre ses bras le meilleur de trophées individuels qui constitue certainement un rêve de tout footballeur.
Bravo Ousmane ! 😊",positive,0.8204591274261475,1
@SergeantRsc Lamine yamal aussi aura son tour 🙏🙏🥰❤️,positive,0.764222264289856,1
@SergeantRsc Sincèrement Dembelé tu le mérite de tous coeur 🙏❤️🥰..bravoooo a toi.,positive,0.9335924983024597,1
@yayecoumbaseck1986 Et ya mpappe en suer il dit ohh jai fait une erreur,negative,0.750232994556427,0
@MouradBad-sf5qn C'EST EXCEPTIONNEL ! 😀,positive,0.917890727519989,1
@Christ773t Hansi Flick il est en pierre mm pas un sourire,negative,0.7069090604782104,0
@hasnikarimmessaoudi2759 Ronaldinho « et moi »✨,neutral,0.5796655416488647,0
"@samiraBenz1 Eric Di Meco a dit en 2018 que M'bappé aurait 10 BO sans aucun concurrent, 7 ans après, zéro BO et la chouma mondiale,  : Dembelé l'a avant lui. Pauvre M'boulard...",negative,0.8574784398078918,0
@honoremillimono-j6m Vraiment mes félicitations mon gars et tu as mérité.,positive,0.9321483373641968,1
"@samiraBenz1 Sur 6 ballons d'or ""français"" : 1 polonais, 1 italien,  1français,  2 algériens et 1 mauritanien.",neutral,0.6831495761871338,0
